_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
697409,956672,597803,The One I Love (Acoustic),David Gray,0,Roger & Me,1989.0,,This Guys In Love With You,burt bacharach + hal david
697433,960947,597803,Fiesta In Seville,David Rose And His Orchestra,2004,Roger & Me,1989.0,,This Guys In Love With You,burt bacharach + hal david
697560,241527,597803,Eggs In A Briar Patch ( LP Version ),David Byrne,0,Roger & Me,1989.0,,This Guys In Love With You,burt bacharach + hal david
697575,957728,597803,Who Love the Rain,David & Steve Gordon,0,Roger & Me,1989.0,,This Guys In Love With You,burt bacharach + hal david
697605,646633,597803,Take This Job And Shove It,David Allan Coe,1985,Roger & Me,1989.0,,This Guys In Love With You,burt bacharach + hal david
697665,756986,333960,Two Sleepy People,Art Garfunkel,1992,A League of Their Own,1992.0,,Two Sleepy People,frank loesser + hoagy carmichael + art garfunkel
697732,949912,449355,Little Boy's Bossa,Steve Davis_ Steve Davis Sextet_ Jim Rotondi _ Eric Alexander_ David Hazeltine_ Nat Reeves_ Joe Farnsworth,0,Gaudi Afternoon,2001.0,,Little Rainbow,steve goodman + douglas raymond perkins
697752,959453,705947,Big Yellow Taxi (Double Espresso Nrg Mix),Joni Mitchell,1996,Two Weeks Notice,2002.0,,Big Yellow Taxi,joni mitchell + counting crows
697782,492831,315461,Picky Bugger,Elbow,2005,Waterloo Road,2006.0,(#1.4),Picky Bugger,elbow
698259,410088,192544,The Real Slim Shady,Eminem,2000,Rap Critic Reviews,2010.0,Berzerk by Eminem (#4.15),The Real Slim Shady,eminem
699530,682420,594435,I Call It Love,Lionel Richie,2006,Ride to Live,2007.0,,Let It Rock,richie sambora + jon bon jovi + bon jovi
699900,309498,708160,Medley: Lover Come Back To Me/(I Don't Stand) A Ghost Of A Chance With You/Just You_ Just Me,Charlie Shavers / Bill Harris / Charlie Ventura / Ralph Burns / Bill Arango / Curly Russell / Sid Catlett,0,Uncle Buck,1989.0,,RHYTHM OF LIFE,hugh harris
700736,650779,631593,Gimme A Pigfoot And A Bottle Of Beer,Juanita Hall,1996,Straight Outta Oz,2016.0,,Lions and Tigers and Bears,written todrick hall + amber riley + jeeve + wiidope
700836,325479,260855,Symphony No. 9 In D Minor_ Op. 125; lll Adagio Molto E Cantabile,Ludwig van Beethoven,0,The Phil Silvers Show,1955.0,The Twitch (#1.13),Symphony No. 7,ludwig van beethoven
700864,948371,329110,Nobody Does It Better (Instrumental),Marvin Hamlisch,1977,29 und noch Jungfrau,2007.0,,Nobody Does It Better,marvin hamlisch + lyrics by carole bayer sager + carly simon
700881,910626,329110,I Heard It Through The Grapevine,Marvin Gaye,1968,29 und noch Jungfrau,2007.0,,Nobody Does It Better,marvin hamlisch + lyrics by carole bayer sager + carly simon
700905,687385,329110,After Mendelssohn (137 Years) / Paint It Black / Arthur's Treat / Talking World War iii Blues / 89-90-91-92,Gavin Bryars / 1/2 Japanese / Simon Jeffes / Mark Perry / Michael Nyman,0,29 und noch Jungfrau,2007.0,,Nobody Does It Better,marvin hamlisch + lyrics by carole bayer sager + carly simon
700927,772251,329110,I'm All It Takes To Make You Happy,Carly Simon,1995,29 und noch Jungfrau,2007.0,,Nobody Does It Better,marvin hamlisch + lyrics by carole bayer sager + carly simon
701230,783798,557165,Quando Vedrai La Mia Ragazza,Little Tony,1997,Nine,2009.0,,Quando Quando Quando,tony renis + alberto testa + marco liotti
701233,605149,557165,Quando Vedrai La Mia Ragazza (When You See my Girl),Little Tony,0,Nine,2009.0,,Quando Quando Quando,tony renis + alberto testa + marco liotti
701238,784796,357475,Papa Loves Mambo,Perry Como,1954,Back to the Future Part II,1989.0,,Papa Loves Mambo,al hoffman + dick manning + bickley reichner + perry como
701628,879856,469617,In the end,Michael Mantler_ Jack Bruce_ Marianne Faithfull_ Robert Wyatt,0,Hi  Buddy,1943.0,,Take Me in Your Arms,v. alberti + f. markush + mitchell parish + robert paige + the 4 sweethearts
701659,298566,469617,Fantasy Pieces_ Op. 12: VII. Dream Visions in F Major,Sviatoslav Richter_ Robert Schumann,0,Hi  Buddy,1943.0,,Take Me in Your Arms,v. alberti + f. markush + mitchell parish + robert paige + the 4 sweethearts
701878,448018,301253,I Owe You One,Shalamar,1979,Top of the Pops,1964.0,(1980-09-25),I Owe You One,shalamar
702125,760446,301253,Uptown Festival (Part One): Going To A Go Go_ I Can't Help Myself_ Uptight (Everything's Alright)_ Stop! In The Name Of Love_ It's The Same Old Song,Shalamar,0,Top of the Pops,1964.0,(1980-09-25),I Owe You One,shalamar
702253,568755,107648,A Life On The Ocean Wave,The Band of HM Royal Marines,0,Heartland,2007.0,Little Secrets (#3.2),Life,morgan cameron ross + birds of wales
702450,221124,530696,Mohammad Ka Hai Har,Sabri Brothers,0,Main Hoon Na,2004.0,,Tumse Milke Dil Ka Hai,anu malik + sonu nigam + aftab sabri
702549,934878,620438,Rose Of The Mountains,Ernest Tubb,1991,So Much for So Little,1949.0,,Dear Little Boy of Mine,ernest ball
702918,930695,448062,Black & White,David Devant and His Spirit Wife,2006,G:MT Greenwich Mean Time,1999.0,,Ladies & Gents,will crewdson + david ryder prangley + robin guy + rachel stamp
702922,894461,448062,A Heart & a Hand & the Love for a Band,David & The Citizens,2006,G:MT Greenwich Mean Time,1999.0,,Ladies & Gents,will crewdson + david ryder prangley + robin guy + rachel stamp
702930,812601,448062,Jane & Zoe / Final Battle,David Newman,2005,G:MT Greenwich Mean Time,1999.0,,Ladies & Gents,will crewdson + david ryder prangley + robin guy + rachel stamp
702944,852833,448062,Silent Night (wrds. Joseph Mohr_ trans. & arr. Willcocks) (1991 Digital Remaster),Stephen Varcoe/Choir of King's College_ Cambridge/Sir David Willcocks,0,G:MT Greenwich Mean Time,1999.0,,Ladies & Gents,will crewdson + david ryder prangley + robin guy + rachel stamp
702946,614789,448062,Brutalism & The Worship of the Machine,This Will Destroy You,0,G:MT Greenwich Mean Time,1999.0,,Ladies & Gents,will crewdson + david ryder prangley + robin guy + rachel stamp
703005,828738,104477,I Want To Know What Love Is,Mariah Carey,2009,Guapas,2014.0,En las buenas y en las malas (#1.170),I Want to Know What Love Is,mick jones + mariah carey
703009,810942,104477,People Will Say We're in Love,Gordon MacRae & Shirley Jones With Jay Blackton And His Orchestra,0,Guapas,2014.0,En las buenas y en las malas (#1.170),I Want to Know What Love Is,mick jones + mariah carey
703048,946875,104477,Improvisation in the form of Theme and Variation on 'Someone to watch over me': Theme,Martin Jones,0,Guapas,2014.0,En las buenas y en las malas (#1.170),I Want to Know What Love Is,mick jones + mariah carey
703130,959195,104477,I Love You (I Need You),Linda Jones,0,Guapas,2014.0,En las buenas y en las malas (#1.170),I Want to Know What Love Is,mick jones + mariah carey
703170,959424,104477,Love In The Meantime,George Jones & Tammy Wynette,0,Guapas,2014.0,En las buenas y en las malas (#1.170),I Want to Know What Love Is,mick jones + mariah carey
703248,917415,104477,Love On Top Of Love-Killer Kiss (The Cole & Clivilles Garage House Mix) (Digitally Remastered 2004),Grace Jones,1989,Guapas,2014.0,En las buenas y en las malas (#1.170),I Want to Know What Love Is,mick jones + mariah carey
703285,958039,104477,I Dont Know (Lopazz Remix),Chelonis R. Jones,0,Guapas,2014.0,En las buenas y en las malas (#1.170),I Want to Know What Love Is,mick jones + mariah carey
703308,960219,104477,True Love Ways,Catherine Zeta Jones / David Essex,0,Guapas,2014.0,En las buenas y en las malas (#1.170),I Want to Know What Love Is,mick jones + mariah carey
703398,936175,104477,How Long Do I Have To Wait For You?,Sharon Jones & The Dap-Kings,2005,Guapas,2014.0,En las buenas y en las malas (#1.170),I Want to Know What Love Is,mick jones + mariah carey
703511,924575,104477,I Haven't Found Her Yet,Merle Haggard & George Jones,1982,Guapas,2014.0,En las buenas y en las malas (#1.170),I Want to Know What Love Is,mick jones + mariah carey
704332,307579,257468,Autumn Leaves,Nat King Cole,1954,The Nat King Cole Show,1954.0,(#1.5),Autumn Leaves,joseph kosma + nat king cole
704363,935046,336386,Since I Gave My Heart Away,Stephen Schwartz,2002,A Tree Grows in Brooklyn,1945.0,,Chinatown  My Chinatown,jean schwartz
704543,936644,732502,Love for the Weekend (Hatiras' 06 Radio Edit),Hatiras_ DJ Dan Feat. Mandy J,0,Zombie Women of Satan,2009.0,,Fantasia for Harpsichord,dan bewick + johann sebastian bach
704546,961401,732502,Canon And Gigue For Strings In D Major,Johann Pachelbel,0,Zombie Women of Satan,2009.0,,Fantasia for Harpsichord,dan bewick + johann sebastian bach
704626,923874,694494,I'm Not A Juvenile Delinquent,Frankie Lymon And The Teenagers,1956,This Boys Life,1993.0,,Im Not a Juvenile Delinquent,morris levy + frankie lymon + the teenagers
705090,230837,170435,I Believe In Santa Claus,Dolly Parton & Kenny Rogers,0,Offspring,2010.0,Pilot (#1.0),Will I See My Star,d. poulter + dolly rocker movement
705242,956208,170435,Today I Started Loving You Again,Dolly Parton / John Popper,1996,Offspring,2010.0,Pilot (#1.0),Will I See My Star,d. poulter + dolly rocker movement
705273,18583,170435,Will I See My Star,The Dolly Rocker Movement,2006,Offspring,2010.0,Pilot (#1.0),Will I See My Star,d. poulter + dolly rocker movement
705280,809095,170435,I Hope You're Never Happy,Dolly Parton,1985,Offspring,2010.0,Pilot (#1.0),Will I See My Star,d. poulter + dolly rocker movement
705320,784876,170435,Just Someone I Used To Know,Porter Wagoner and Dolly Parton,1989,Offspring,2010.0,Pilot (#1.0),Will I See My Star,d. poulter + dolly rocker movement
705354,289581,170435,But You Know I Love You,Dolly Parton,1980,Offspring,2010.0,Pilot (#1.0),Will I See My Star,d. poulter + dolly rocker movement
705400,236918,170435,Do I Ever Cross Your Mind,Chet Atkins and Dolly Parton,0,Offspring,2010.0,Pilot (#1.0),Will I See My Star,d. poulter + dolly rocker movement
705669,947331,181975,Give It Up Or Turnit A Loose,James Brown / The J.B.'s,0,Pistvakt - en vintersaga,1998.0,Flytande inspektion (#1.4),Give It Up or Turnit a Loose,charles bobbitt + james brown
705784,781400,181975,Get Up I Feel Like Being A Sex Machine (Part 2),James Brown,0,Pistvakt - en vintersaga,1998.0,Flytande inspektion (#1.4),Give It Up or Turnit a Loose,charles bobbitt + james brown
705903,581213,181975,Love Me Or Leave Me,Gregory Isaacs & Dennis Brown,1989,Pistvakt - en vintersaga,1998.0,Flytande inspektion (#1.4),Give It Up or Turnit a Loose,charles bobbitt + james brown
705929,437384,331598,They Call It Stormy Monday (But Tuesday Is Just as Bad),John Hammond,1967,A Bright Shining Lie,1998.0,,Monday  Monday,john phillips + the mamas + the papas  (as the mamas + the papas)
706032,956009,299453,Come On In Love,Barry White,1995,Top of the Pops,1964.0,(1977-11-24),How Deep is Your Love,barry gibb + robin gibb + maurice gibb + the bee gees
706079,128245,299453,I Just Wanna Be Your Everything,Andy Gibb,2003,Top of the Pops,1964.0,(1977-11-24),How Deep is Your Love,barry gibb + robin gibb + maurice gibb + the bee gees
706162,874702,299453,How Deep Is Your Love,the bird and the bee,2007,Top of the Pops,1964.0,(1977-11-24),How Deep is Your Love,barry gibb + robin gibb + maurice gibb + the bee gees
706272,953668,299453,Show Me Love,Steve Angello & Laidback Luke Feat. Robin S,2009,Top of the Pops,1964.0,(1977-11-24),How Deep is Your Love,barry gibb + robin gibb + maurice gibb + the bee gees
706694,570972,285525,The Four Seasons - Spring - Allegro,Antonio Vivaldi,1989,The Wonder Years,1988.0,Summer (#6.21),The Four Seasons: Spring,antonio vivaldi
707462,889460,274296,Theme (The Duke) - Intro,The Dave Brubeck Quartet Featuring Paul Desmond,0,The Tonight Show Starring Johnny Carson,1962.0,(1967-09-29),Johnnys Theme,paul anka
708043,224148,164213,Teardrops Will Fall,John Mellencamp,2003,NCIS: Naval Criminal Investigative Service,2003.0,Double Identity (#7.17),Someday the Rains Will Fall,john mellencamp
708307,623484,703840,La Chica De Los Ojos Cafes (Brown Eyes Girl),Roberto Jordan,0,True Stories,1986.0,,Soy De Tejas,steve jordan
709303,639002,538139,You Don't Bring Me Flowers,Neil Diamond,1977,Memphis Rising: Elvis Returns,2011.0,,Take Me Back,neil silverman
709877,233362,301874,Louis Visits Billie On Tour / Love Theme,Diana Ross,1972,Top of the Pops,1964.0,(1981-12-03),Why Do Fools Fall in Love,diana ross
709891,949727,301874,I'm Gonna Make You Love Me,Diana Ross & The Supremes / The Temptations,2000,Top of the Pops,1964.0,(1981-12-03),Why Do Fools Fall in Love,diana ross
709940,960138,329967,No One Knows Her Name,Hi-Tek / Big D / Piakhan,0,45 Years,2015.0,,Nobody Knows,jetho chaplin / harry george keyworth / raithe laurence + chipper
709960,819069,91041,Beethoven : Theme & Variations in C major on a Waltz by Diabelli Op.120_ 'Diabelli Variations' : VIII Variation 7 - Un poco più allegro,Daniel Barenboim,0,Foyles War,2002.0,Broken Souls (#5.2),Home on the Range,daniel e. kelley
710680,831648,170171,Elvis In Canada: Radio Broadcast / Live In Toronto_ Heartbreak Hotel / Toronto Teenagers Talk About ,Elvis Presley,0,Ochéntame... otra vez,2014.0,¡Más música  por favor! (#3.9),Heartbreak Hotel,mae boren axton + tommy durden + elvis presley + john cale
710704,128701,721130,Pennies From Heaven,Arthur Tracy,1993,Whats Eating Gilbert Grape,1993.0,,Music from _Harmony Lane (1935)_ (qv),arthur kay
710706,950604,721130,The Sound of Music Medley,Arthur Fiedler,0,Whats Eating Gilbert Grape,1993.0,,Music from _Harmony Lane (1935)_ (qv),arthur kay
710813,959810,54372,Aconsejado Por La Muerte,José Manuel Aguilera,0,Cuéntame,2001.0,Ni un paso atrás (#4.10),Para la libertad,joan manuel serrat
710832,630122,54372,El Beso De La Vida,Manuel Carrasco,0,Cuéntame,2001.0,Ni un paso atrás (#4.10),Para la libertad,joan manuel serrat
710838,221278,54372,Para la Libertad,Joan Manuel Serrat,1972,Cuéntame,2001.0,Ni un paso atrás (#4.10),Para la libertad,joan manuel serrat
710870,942210,54372,Si La Muerte Pisa Mi Huerto,Joan Manuel Serrat,1970,Cuéntame,2001.0,Ni un paso atrás (#4.10),Para la libertad,joan manuel serrat
710877,939727,54372,La Muralla (En Directo) (Con Victor Manuel),ANA BELEN Y VICTOR MANUEL,0,Cuéntame,2001.0,Ni un paso atrás (#4.10),Para la libertad,joan manuel serrat
710931,879071,3282,Two Little Orphans,Dolly Parton & Lynn Anderson,2003,60 Minutes,1968.0,The Chairman/Dolly (#41.35),Little Tiny Tasseltop,dolly parton
712559,907714,399505,The Phantom Of The Opera (Live) (Feat. Chris Thompson),Sarah Brightman featuring Chris Thompson,2009,Cowboys & Angels,2003.0,,Price of Dub,client + sarah blackwood + kate holmes
712650,908965,399505,The Best Side Of Life,Sarah Connor,2006,Cowboys & Angels,2003.0,,Price of Dub,client + sarah blackwood + kate holmes
713274,915158,307771,Rock And Roll Music,Chuck Berry,1972,Two and a Half Men,2003.0,Untainted by Filth (#7.7),Two and a Half Men Theme,chuck lorre
713337,895642,307771,Consuelo's Love Theme,Chuck Mangione,1978,Two and a Half Men,2003.0,Untainted by Filth (#7.7),Two and a Half Men Theme,chuck lorre
713589,952329,699171,Singing Time,Tommy Steele,0,Tommy the Toreador,1959.0,,Singing Time,lionel bart + mike pratt + tommy steele
713622,840121,699171,Handz of Time,Andy Jay Powell & Mike Nero Project,0,Tommy the Toreador,1959.0,,Singing Time,lionel bart + mike pratt + tommy steele
713654,886823,193899,The Streets Of Laredo,Michael Martin Murphey,1989,Red Oaks,2014.0,Body Swap (#1.7),Streets On Fire,michael glover
713679,914626,193899,Ease On Down The Road # 3,Diana Ross / Michael Jackson / Nipsey Russell / Ted Ross,0,Red Oaks,2014.0,Body Swap (#1.7),Streets On Fire,michael glover
713736,935707,193899,On Christmas Morning,Michael McDonald,0,Red Oaks,2014.0,Body Swap (#1.7),Streets On Fire,michael glover
713862,946313,565552,Love Is Strange,Peaches & Herb,0,One Down  Two to Go,1982.0,,Lookin For Love,herb hetzer + joe trunzo
713871,954550,565552,Bitch_ I Love You,Black Joe Lewis & The Honeybears,0,One Down  Two to Go,1982.0,,Lookin For Love,herb hetzer + joe trunzo
714067,897945,103515,Multiply (In A Minor Key) Piano by Gonzales,Jamie Lidell,2006,Greys Anatomy,2005.0,Superstition (#2.21),Multiply,jamie lidell
714204,734682,345013,Ain't No Woman Like The One I Got,Jeff Golub Featuring Richard Elliot,2007,Along Came Daffy,1947.0,,Aint We Got Fun,richard a. whiting
714239,803239,345013,Casanova's Got The Blues,Richard Clapton,1976,Along Came Daffy,1947.0,,Aint We Got Fun,richard a. whiting
714367,935350,162431,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,1974,My Name Is Earl,2005.0,Darnell Outed: Part 1 (#4.15),You Aint Seen Nothing Yet,randy bachman + bachman-turner overdrive
715106,906294,607153,Rock N' Roll Ruby (Alternative 1) - Original,Warren Smith,0,Scratch,2001.0,,Sucker MCs (Krush Groove 1),run-d.m.c. + darryl mcdaniels + joseph simmons + lawrence smith
715315,960677,662494,When I First Saw You Baby,George McCrae,0,The Goldwyn Follies,1938.0,,I Was Doing All Right,george gershwin
715361,936509,662494,Mi Milas Kindinevi I Ellas,George Dalaras,0,The Goldwyn Follies,1938.0,,I Was Doing All Right,george gershwin
715381,924575,662494,I Haven't Found Her Yet,Merle Haggard & George Jones,1982,The Goldwyn Follies,1938.0,,I Was Doing All Right,george gershwin
715477,131250,692059,No More Dead Heroes,Martin O'Donnell / Michael Salvatori,0,The Work of Director Anton Corbijn,2005.0,,Its No Good,martin gore + depeche mode
716290,749385,286594,Girls Just Want To Have Fun,Cyndi Lauper,1983,The X Factor,2004.0,Auditions 2 (#5.2),Girls Just Want to Have Fun,robert hazard + cyndi lauper
716511,508382,726639,Long Time Gone,The Rocky Athas Group,0,Wont Back Down,2012.0,,Time,cole alexander + joe bradley + ian st. pe + jared swilley + black lips + arrangement with zync music group
716528,660478,726639,A Really Good Time (1999 Digital Remaster),Roxy Music,1974,Wont Back Down,2012.0,,Time,cole alexander + joe bradley + ian st. pe + jared swilley + black lips + arrangement with zync music group
716717,885511,226397,Kiss Me,Stephen Duffy,1985,Stars in Their Eyes,1990.0,Live Grand Final 2000 (#11.11),Fly Me to the Moon,bart howard + stephen triffitt
717467,405528,187634,Prison Break - Main Title Season 3,Ramin Djawadi,0,Prison Break,2005.0,End of the Tunnel (#1.13),Main Titles,ramin djawadi
717522,944866,29820,You Came A Long Way From St.Louis,Gary Primich,0,Betas,2013.0,Strange Magic (#1.7),How Long,gary levitt + setting sun
717537,928982,337771,Little Road and a Stone to Roll (LP Version),John Stewart,0,ATL,2006.0,,Do It to It,rodney richard + john williams + sean paul joseph + farrah king + neosha king + cherish + sean paul + arrangement with sony bmg music entertainment
717540,948620,337771,Skip To My Lou,Old Town School of Folk Music,0,ATL,2006.0,,Do It to It,rodney richard + john williams + sean paul joseph + farrah king + neosha king + cherish + sean paul + arrangement with sony bmg music entertainment
717544,942143,337771,The Way You Do The Things You Do,Little Richard,0,ATL,2006.0,,Do It to It,rodney richard + john williams + sean paul joseph + farrah king + neosha king + cherish + sean paul + arrangement with sony bmg music entertainment
717591,379037,337771,Rocket Man (I Think It's Going To Be A Long_ Long Time),Elton John,1976,ATL,2006.0,,Do It to It,rodney richard + john williams + sean paul joseph + farrah king + neosha king + cherish + sean paul + arrangement with sony bmg music entertainment
717598,575669,337771,The Girl Can't Help It,Little Richard,1956,ATL,2006.0,,Do It to It,rodney richard + john williams + sean paul joseph + farrah king + neosha king + cherish + sean paul + arrangement with sony bmg music entertainment
717613,874482,337771,Back to the Future Part 3 - Indians,John Debney_ Alan Silvestri_ Royal Scottish National Orchestra,0,ATL,2006.0,,Do It to It,rodney richard + john williams + sean paul joseph + farrah king + neosha king + cherish + sean paul + arrangement with sony bmg music entertainment
717651,437384,337771,They Call It Stormy Monday (But Tuesday Is Just as Bad),John Hammond,1967,ATL,2006.0,,Do It to It,rodney richard + john williams + sean paul joseph + farrah king + neosha king + cherish + sean paul + arrangement with sony bmg music entertainment
717682,850418,337771,Dedicated To You,John Coltrane / Johnny Hartman,1963,ATL,2006.0,,Do It to It,rodney richard + john williams + sean paul joseph + farrah king + neosha king + cherish + sean paul + arrangement with sony bmg music entertainment
717712,782833,337771,Work To Do,Vanessa Williams,1991,ATL,2006.0,,Do It to It,rodney richard + john williams + sean paul joseph + farrah king + neosha king + cherish + sean paul + arrangement with sony bmg music entertainment
717716,306499,337771,Just For The Fun Of It,Nat King Cole,1993,ATL,2006.0,,Do It to It,rodney richard + john williams + sean paul joseph + farrah king + neosha king + cherish + sean paul + arrangement with sony bmg music entertainment
717792,515900,337771,Nobody Wants To Be Lonely,Ricky Martin with Christina Aguilera,1999,ATL,2006.0,,Do It to It,rodney richard + john williams + sean paul joseph + farrah king + neosha king + cherish + sean paul + arrangement with sony bmg music entertainment
717796,953751,337771,I'm Beginning To See The Light,Gerry Mulligan With Chet Baker,0,ATL,2006.0,,Do It to It,rodney richard + john williams + sean paul joseph + farrah king + neosha king + cherish + sean paul + arrangement with sony bmg music entertainment
717952,777567,365292,What's the Matter With Papa's Little Angel Child,Mark Lemhouse,0,Best of Bandstand,1986.0,,Teen Angel,red surrey + jean dinning + mark dinning
717957,780172,365292,Teen Angel,Mark Dinning,1973,Best of Bandstand,1986.0,,Teen Angel,red surrey + jean dinning + mark dinning
717960,182012,641342,Prologue ,Martin O'Donnell And Michael Salvatori,0,Temptations,1976.0,,Prologue,michael dunford + renaissance
718247,870464,33171,More Love And Compassion,Brian Free & Assurance,0,Boardwalk Empire,2010.0,A Return to Normalcy (#1.12),Straight Up and Down,the brian jonestown massacre
718295,941734,33171,Happy to Meet and Sorry to Part / Contentment is Wealth / The Butcher's March,Joe Derrane_ Frankie Gavin_ Brian McGrath,0,Boardwalk Empire,2010.0,A Return to Normalcy (#1.12),Straight Up and Down,the brian jonestown massacre
718315,770549,33171,Breaking and Entering,Brian Tyler,2009,Boardwalk Empire,2010.0,A Return to Normalcy (#1.12),Straight Up and Down,the brian jonestown massacre
718333,401505,33171,You look great when I'm fucked up,The Brian Jonestown Massacre,2003,Boardwalk Empire,2010.0,A Return to Normalcy (#1.12),Straight Up and Down,the brian jonestown massacre
718412,759545,668145,Que Te Vaya Bonito,José Alfredo Jimenez;Mariachi Vargas De Tecalitlan,1989,The Killing of John Lennon,2006.0,,Que Bonito,josé padilla + arian behesti + maría josé + ingmar hansch
718433,956113,395749,The Good  The Bad And The Ugly / Hang 'em High [live] (Album Version),Wall Of Voodoo,1991,Combat,1999.0,,Aces High,ron goodwin + the royal military school of music
718637,905604,176173,So Long Big Time,Monica Zetterlund / Bill Evans Trio,0,Our Zoo,2014.0,(#1.1),In the Good Old Summer Time,george evans
718736,959424,176173,Love In The Meantime,George Jones & Tammy Wynette,0,Our Zoo,2014.0,(#1.1),In the Good Old Summer Time,george evans
719552,849894,669306,Book Review,Johnny Cash,2003,The Last Picture Show,1971.0,,Its in the Book,johnny standley + art thorsen
720050,76746,669306,The Beast In Me,Johnny Cash,1994,The Last Picture Show,1971.0,,Its in the Book,johnny standley + art thorsen
720311,816325,366875,Hoedown Throwdown,Miley Cyrus,2009,Bieber Fever,2010.0,,Hoedown Throwdown,adam anders + nikki anders + miley cyrus
720374,44273,115018,Should've Been A Cowboy,Toby Keith,1993,Huckabee,2008.0,(2010-10-02),Shouldve Been a Cowboy,toby keith
721039,957179,655144,Going Home,B.B. King,0,The D Train,2015.0,,Going Down,don nix + freddie king
721104,138630,682479,Solo Theme A,Syd Dale,0,The Runaways,1965.0,,Charleys Theme,sharynne dale
721340,960989,279826,Fat Boys (Can Make It In Santa Monica) (Live At The Troubadour),Nitty Gritty Dirt Band,1969,The Tonight Show with Jay Leno,1992.0,Amy Adams/Rocket City Rednecks/Miranda Lambert (#20.36),Bang a Gong (Get It On),marc bolan + the tonight show band
721488,668963,351276,El Africano,Wilfrido Vargas,0,Antártida,1995.0,,El africano,calixto ochoa + wilfrido martinez + mauricio villavecchia + cece gianotti + guillermo prats + michael weiss + xavi mezquita
721528,822786,468880,Goodnight My Love,Ray Peterson,1993,Here Comes the Groom,1951.0,,BONNE NUIT -- GOODNIGHT,ray evans + jay livingston + bing crosby
721541,800642,235590,Tear Down The Walls [Riva Starr Dub Edit],Arthur Baker featuring Nona Hendrix & Ladonna,0,The Adventures of Ozzie & Harriet,1952.0,The Exploding Book (#7.21),You Tear Me Up,baker knight + ricky nelson
721580,867383,235590,Giving You The Best That I Got [Single Version],Anita Baker,2002,The Adventures of Ozzie & Harriet,1952.0,The Exploding Book (#7.21),You Tear Me Up,baker knight + ricky nelson
721621,417738,235590,Til I Get To You,Ricky Martin,2005,The Adventures of Ozzie & Harriet,1952.0,The Exploding Book (#7.21),You Tear Me Up,baker knight + ricky nelson
721977,902144,266016,Journey To Paramount,Patti LuPone / Daniel Benzali / Michael Bauer,0,The Roseanne Show,1997.0,(#1.25),Right to the End,gerard mcmahon + phoebe snow + michael mcdonald
722562,879856,266016,In the end,Michael Mantler_ Jack Bruce_ Marianne Faithfull_ Robert Wyatt,0,The Roseanne Show,1997.0,(#1.25),Right to the End,gerard mcmahon + phoebe snow + michael mcdonald
722726,958675,543710,The Word Of Your Body (Reprise),Jonathan B. Wright / Gideon Glick / Brian Johnson / Skylar Astin / John Gallagher_ Jr. / Jonathan Groff / Lea Michele / Lilli Cooper / Lauren Pritchard / Phoebe Strole / Remy Zaken,0,Mona Lisa Smile,2003.0,,For the Splendor of Creation,gustav holst + carl p. daw + jr. + wellesley college choir
722914,960505,543710,Too Late For Us Now,Roger Joseph Manning_ Jr.,2006,Mona Lisa Smile,2003.0,,For the Splendor of Creation,gustav holst + carl p. daw + jr. + wellesley college choir
723519,444737,503959,Boogie Fever,The Sylvers,1990,Krippendorfs Tribe,1998.0,,Boogie Fever,freddie perren + kenneth st. lewis + the sylvers
724020,949102,473923,It's Not The Same (LP Version),England Dan & John Ford Coley,1976,Honky Tonk Nights,1978.0,,Talkin About the Same Thing,john girton
724837,957927,269461,The Beat Goes On,Sonny & Cher,1967,The Sonny and Cher Comedy Hour,1971.0,(#4.1),The Beat Goes On,sonny bono
724996,624414,651296,I Won't Do What You Tell Me,Jim Johnston,0,The Brit Awards 1994,1994.0,,Id Do Anything For Love (But I Wont Do That),jim steinman + meat loaf
725008,961576,651296,A Love Of Home,Jim Chappell,0,The Brit Awards 1994,1994.0,,Id Do Anything For Love (But I Wont Do That),jim steinman + meat loaf
725218,854102,651296,10 X Faster Than The Speed Of Love,Meat Beat Manifesto,1990,The Brit Awards 1994,1994.0,,Id Do Anything For Love (But I Wont Do That),jim steinman + meat loaf
725316,580303,651296,I'd Do Anything For Love (But I Won't Do That) (Live At The Hudson Theater) (2006 Digital Remaster),Meat Loaf,0,The Brit Awards 1994,1994.0,,Id Do Anything For Love (But I Wont Do That),jim steinman + meat loaf
725611,959898,663358,I Adore You,Sal Mineo; Chorus,0,The Great Ziegfeld,1936.0,,You,walter donaldson + chorus of couples
725615,946906,663358,I Heard You Been Layin' My Old Lady,New Riders of The Purple Sage,0,The Great Ziegfeld,1936.0,,You,walter donaldson + chorus of couples
725627,960956,663358,You Shouldn't Be Lonely,Element Of Crime,1987,The Great Ziegfeld,1936.0,,You,walter donaldson + chorus of couples
725679,154790,663358,You Dream In Solid Gold,Future Kings Of Spain,2007,The Great Ziegfeld,1936.0,,You,walter donaldson + chorus of couples
726208,431387,660167,Fools Paradise,Bob Crosby and the Bobcats,0,The Five Pennies,1959.0,,Paradise,nacio herb brown + bob crosby
726770,560938,371576,Could You Be Loved,Bob Marley & The Wailers,1995,Blue Crush,2002.0,,Could You Be Loved,bob marley + damian marley + stephen marley
